nome_municipio,UF,regiao,codigo_municipio,latitude,longitude
Urucânia,MG,Sudeste,3170503,-20.3253,-42.7298
Urucuia,MG,Sudeste,3170529,-16.0286,-45.5729
Vargem Alegre,MG,Sudeste,3170578,-19.6037,-42.3213
Vargem Bonita,MG,Sudeste,3170602,-20.4313,-46.3362
Vargem Grande do Rio Pardo,MG,Sudeste,3170651,-15.3407,-42.2989
Varginha,MG,Sudeste,3170701,-21.5575,-45.4091
Varjão de Minas,MG,Sudeste,3170750,-18.4666,-45.9352
Várzea da Palma,MG,Sudeste,3170800,-17.4957,-44.7273
Varzelândia,MG,Sudeste,3170909,-15.6415,-43.9344
Vazante,MG,Sudeste,3171006,-17.8692,-46.8676
Verdelândia,MG,Sudeste,3171030,-15.5402,-43.6283
Veredinha,MG,Sudeste,3171071,-17.4877,-42.7252
Veríssimo,MG,Sudeste,3171105,-19.6025,-48.3409
Vermelho Novo,MG,Sudeste,3171154,-20.034,-42.2543
Vespasiano,MG,Sudeste,3171204,-19.7312,-43.9448
Viçosa,MG,Sudeste,3171303,-20.7404,-42.8855
Vieiras,MG,Sudeste,3171402,-20.9126,-42.282
Mathias Lobato,MG,Sudeste,3171501,-18.6111,-41.9272
Virgem da Lapa,MG,Sudeste,3171600,-16.7155,-42.3396
Virgínia,MG,Sudeste,3171709,-22.3419,-45.1085
Virginópolis,MG,Sudeste,3171808,-18.7919,-42.6703
Virgolândia,MG,Sudeste,3171907,-18.4517,-42.3175
Visconde do Rio Branco,MG,Sudeste,3172004,-21.0116,-42.84
Volta Grande,MG,Sudeste,3172103,-21.758,-42.5574
Wenceslau Braz,MG,Sudeste,3172202,-22.5547,-45.4014
Afonso Cláudio,ES,Sudeste,3200102,-20.0894,-41.1265
Águia Branca,ES,Sudeste,3200136,-18.9703,-40.7495
Água Doce do Norte,ES,Sudeste,3200169,-18.5166,-40.9968
Alegre,ES,Sudeste,3200201,-20.7195,-41.5149
Alfredo Chaves,ES,Sudeste,3200300,-20.5639,-40.8271
Alto Rio Novo,ES,Sudeste,3200359,-19.0221,-40.9872
Anchieta,ES,Sudeste,3200409,-20.7187,-40.6863
Apiacá,ES,Sudeste,3200508,-21.0721,-41.5541
Aracruz,ES,Sudeste,3200607,-19.7656,-40.1761
Atílio Vivácqua,ES,Sudeste,3200706,-20.9622,-41.184
Baixo Guandu,ES,Sudeste,3200805,-19.5724,-40.9838
Barra de São Francisco,ES,Sudeste,3200904,-18.6661,-40.8312
Boa Esperança,ES,Sudeste,3201001,-18.4848,-40.3291
Bom Jesus do Norte,ES,Sudeste,3201100,-21.0845,-41.6338
Brejetuba,ES,Sudeste,3201159,-20.1254,-41.2969
Cachoeiro de Itapemirim,ES,Sudeste,3201209,-20.7661,-41.191
Cariacica,ES,Sudeste,3201308,-20.2907,-40.442
Castelo,ES,Sudeste,3201407,-20.5517,-41.204
Colatina,ES,Sudeste,3201506,-19.4882,-40.6568
Conceição da Barra,ES,Sudeste,3201605,-18.4451,-39.8334
Conceição do Castelo,ES,Sudeste,3201704,-20.3709,-41.2659
Divino de São Lourenço,ES,Sudeste,3201803,-20.5868,-41.7245
Domingos Martins,ES,Sudeste,3201902,-20.3078,-40.849
Dores do Rio Preto,ES,Sudeste,3202009,-20.635,-41.8121
Ecoporanga,ES,Sudeste,3202108,-18.2656,-40.8077
Fundão,ES,Sudeste,3202207,-19.9683,-40.3568
Governador Lindenberg,ES,Sudeste,3202256,-19.2054,-40.5
Guaçuí,ES,Sudeste,3202306,-20.7634,-41.7052
Guarapari,ES,Sudeste,3202405,-20.5851,-40.5463
Ibatiba,ES,Sudeste,3202454,-20.2507,-41.5502
Ibiraçu,ES,Sudeste,3202504,-19.8348,-40.4179
Ibitirama,ES,Sudeste,3202553,-20.486,-41.6926
Iconha,ES,Sudeste,3202603,-20.7549,-40.8575
Irupi,ES,Sudeste,3202652,-20.3312,-41.6368
Itaguaçu,ES,Sudeste,3202702,-19.7286,-40.8646
Itapemirim,ES,Sudeste,3202801,-20.9658,-40.9447
Itarana,ES,Sudeste,3202900,-19.95,-40.8889
Iúna,ES,Sudeste,3203007,-20.3485,-41.6565
Jaguaré,ES,Sudeste,3203056,-18.9497,-40.0041
Jerônimo Monteiro,ES,Sudeste,3203106,-20.8046,-41.3922
João Neiva,ES,Sudeste,3203130,-19.7154,-40.4369
Laranja da Terra,ES,Sudeste,3203163,-19.8726,-41.0577
Linhares,ES,Sudeste,3203205,-19.3827,-40.0294
Mantenópolis,ES,Sudeste,3203304,-18.8764,-41.0717
Marataízes,ES,Sudeste,3203320,-21.1001,-40.8936
Marechal Floriano,ES,Sudeste,3203346,-20.4313,-40.7739
Marilândia,ES,Sudeste,3203353,-19.4297,-40.5207
Mimoso do Sul,ES,Sudeste,3203403,-21.0886,-41.3768
Montanha,ES,Sudeste,3203502,-18.1389,-40.2752
Mucurici,ES,Sudeste,3203601,-18.0148,-40.5125
Muniz Freire,ES,Sudeste,3203700,-20.4268,-41.435
Muqui,ES,Sudeste,3203809,-20.9383,-41.3439
Nova Venécia,ES,Sudeste,3203908,-18.6984,-40.5224
Pancas,ES,Sudeste,3204005,-19.1468,-40.8178
Pedro Canário,ES,Sudeste,3204054,-18.1824,-40.0371
Pinheiros,ES,Sudeste,3204104,-18.3699,-40.1982
Piúma,ES,Sudeste,3204203,-20.8377,-40.7725
Ponto Belo,ES,Sudeste,3204252,-18.2508,-40.5143
Presidente Kennedy,ES,Sudeste,3204302,-21.1407,-41.0721
Rio Bananal,ES,Sudeste,3204351,-19.2305,-40.3082
Rio Novo do Sul,ES,Sudeste,3204401,-20.8181,-40.9187
Santa Leopoldina,ES,Sudeste,3204500,-20.1232,-40.5393
Santa Maria de Jetibá,ES,Sudeste,3204559,-20.0851,-40.8064
Santa Teresa,ES,Sudeste,3204609,-19.8792,-40.6349
São Domingos do Norte,ES,Sudeste,3204658,-19.1224,-40.5667
São Gabriel da Palha,ES,Sudeste,3204708,-18.9527,-40.5085
São José do Calçado,ES,Sudeste,3204807,-20.9828,-41.6557
São Mateus,ES,Sudeste,3204906,-18.7496,-40.0203
São Roque do Canaã,ES,Sudeste,3204955,-19.7197,-40.6795
Serra,ES,Sudeste,3205002,-20.1281,-40.3016
Sooretama,ES,Sudeste,3205010,-19.0726,-40.1466
Vargem Alta,ES,Sudeste,3205036,-20.6471,-41.0049
Venda Nova do Imigrante,ES,Sudeste,3205069,-20.3704,-41.1402
Viana,ES,Sudeste,3205101,-20.4011,-40.5127
Vila Pavão,ES,Sudeste,3205150,-18.6142,-40.6272
Vila Valério,ES,Sudeste,3205176,-18.9666,-40.3295
Vila Velha,ES,Sudeste,3205200,-20.4342,-40.3784
Vitória,ES,Sudeste,3205309,-20.2787,-40.2973
Angra dos Reis,RJ,Sudeste,3300100,-22.9364,-44.3856
Aperibé,RJ,Sudeste,3300159,-21.6523,-42.1347
Araruama,RJ,Sudeste,3300209,-22.7553,-42.2929
Areal,RJ,Sudeste,3300225,-22.2354,-43.1215
Armação dos Búzios,RJ,Sudeste,3300233,-22.7764,-41.9507
Arraial do Cabo,RJ,Sudeste,3300258,-22.9215,-42.1685
Barra do Piraí,RJ,Sudeste,3300308,-22.4257,-43.913
Barra Mansa,RJ,Sudeste,3300407,-22.5058,-44.1883
Belford Roxo,RJ,Sudeste,3300456,-22.7287,-43.3776
Bom Jardim,RJ,Sudeste,3300506,-22.1997,-42.3717
Bom Jesus do Itabapoana,RJ,Sudeste,3300605,-21.1235,-41.6832
Cabo Frio,RJ,Sudeste,3300704,-22.7108,-42.0577
Cachoeiras de Macacu,RJ,Sudeste,3300803,-22.5161,-42.7284
Cambuci,RJ,Sudeste,3300902,-21.4969,-41.9147
Carapebus,RJ,Sudeste,3300936,-22.196,-41.6509
Comendador Levy Gasparian,RJ,Sudeste,3300951,-22.0438,-43.2557
Campos dos Goytacazes,RJ,Sudeste,3301009,-21.7477,-41.4041
Cantagalo,RJ,Sudeste,3301108,-21.8684,-42.3339
Cardoso Moreira,RJ,Sudeste,3301157,-21.5255,-41.5003
Carmo,RJ,Sudeste,3301207,-21.8954,-42.5664
Casimiro de Abreu,RJ,Sudeste,3301306,-22.4819,-42.1442
Conceição de Macabu,RJ,Sudeste,3301405,-22.1366,-41.8466
Cordeiro,RJ,Sudeste,3301504,-22.0588,-42.3422
Duas Barras,RJ,Sudeste,3301603,-22.0556,-42.498
Duque de Caxias,RJ,Sudeste,3301702,-22.6325,-43.2996
Engenheiro Paulo de Frontin,RJ,Sudeste,3301801,-22.5083,-43.6361
Guapimirim,RJ,Sudeste,3301850,-22.5835,-42.964
Iguaba Grande,RJ,Sudeste,3301876,-22.8275,-42.218
Itaboraí,RJ,Sudeste,3301900,-22.75,-42.8543
Itaguaí,RJ,Sudeste,3302007,-22.8301,-43.8133
Italva,RJ,Sudeste,3302056,-21.4239,-41.6538
Itaocara,RJ,Sudeste,3302106,-21.7269,-42.0822
Itaperuna,RJ,Sudeste,3302205,-21.2251,-41.894
Itatiaia,RJ,Sudeste,3302254,-22.4417,-44.5878
Japeri,RJ,Sudeste,3302270,-22.6619,-43.6058
Laje do Muriaé,RJ,Sudeste,3302304,-21.2501,-42.1351
Macaé,RJ,Sudeste,3302403,-22.2956,-41.9771
Macuco,RJ,Sudeste,3302452,-22.024,-42.2735
Magé,RJ,Sudeste,3302502,-22.6126,-43.113
Mangaratiba,RJ,Sudeste,3302601,-22.9308,-44.0644
Maricá,RJ,Sudeste,3302700,-22.9152,-42.8168
Mendes,RJ,Sudeste,3302809,-22.5215,-43.7398
Mesquita,RJ,Sudeste,3302858,-22.7993,-43.4523
Miguel Pereira,RJ,Sudeste,3302908,-22.5065,-43.4692
Miracema,RJ,Sudeste,3303005,-21.3956,-42.1522
Natividade,RJ,Sudeste,3303104,-21.0416,-41.9313
Nilópolis,RJ,Sudeste,3303203,-22.8211,-43.429
Niterói,RJ,Sudeste,3303302,-22.9151,-43.0547
Nova Friburgo,RJ,Sudeste,3303401,-22.3191,-42.501
Nova Iguaçu,RJ,Sudeste,3303500,-22.6868,-43.5018
Paracambi,RJ,Sudeste,3303609,-22.6179,-43.7215
Paraíba do Sul,RJ,Sudeste,3303708,-22.182,-43.3043
Paraty,RJ,Sudeste,3303807,-23.1481,-44.707
Paty do Alferes,RJ,Sudeste,3303856,-22.367,-43.404
Petrópolis,RJ,Sudeste,3303906,-22.398,-43.1568
Pinheiral,RJ,Sudeste,3303955,-22.5433,-43.9975
Piraí,RJ,Sudeste,3304003,-22.6336,-43.9017
Porciúncula,RJ,Sudeste,3304102,-20.9066,-41.9696
Porto Real,RJ,Sudeste,3304110,-22.4411,-44.326
Quatis,RJ,Sudeste,3304128,-22.3552,-44.2371
Queimados,RJ,Sudeste,3304144,-22.7254,-43.5849
Quissamã,RJ,Sudeste,3304151,-22.1048,-41.4444
Resende,RJ,Sudeste,3304201,-22.4406,-44.4853
Rio Bonito,RJ,Sudeste,3304300,-22.735,-42.5881
Rio Claro,RJ,Sudeste,3304409,-22.7805,-44.0784
Rio das Flores,RJ,Sudeste,3304508,-22.1599,-43.5387
Rio das Ostras,RJ,Sudeste,3304524,-22.4542,-41.9465
Rio de Janeiro,RJ,Sudeste,3304557,-22.9255,-43.458
Santa Maria Madalena,RJ,Sudeste,3304607,-21.9696,-41.9135
Santo Antônio de Pádua,RJ,Sudeste,3304706,-21.5556,-42.1929
São Francisco de Itabapoana,RJ,Sudeste,3304755,-21.4167,-41.1357
São Fidélis,RJ,Sudeste,3304805,-21.6599,-41.787
São Gonçalo,RJ,Sudeste,3304904,-22.8256,-42.9965
São João da Barra,RJ,Sudeste,3305000,-21.7823,-41.0808
São João de Meriti,RJ,Sudeste,3305109,-22.7851,-43.3653
São José de Ubá,RJ,Sudeste,3305133,-21.3708,-41.9493
São José do Vale do Rio Preto,RJ,Sudeste,3305158,-22.1697,-42.9325
São Pedro da Aldeia,RJ,Sudeste,3305208,-22.7884,-42.1261
São Sebastião do Alto,RJ,Sudeste,3305307,-21.8834,-42.1022
Sapucaia,RJ,Sudeste,3305406,-22.0241,-42.8228
Saquarema,RJ,Sudeste,3305505,-22.8781,-42.5188
Seropédica,RJ,Sudeste,3305554,-22.7555,-43.6986
Silva Jardim,RJ,Sudeste,3305604,-22.5676,-42.4134
Sumidouro,RJ,Sudeste,3305703,-22.1071,-42.6642
Tanguá,RJ,Sudeste,3305752,-22.7822,-42.7254
Teresópolis,RJ,Sudeste,3305802,-22.3141,-42.8734
Trajano de Moraes,RJ,Sudeste,3305901,-22.1297,-42.155
Três Rios,RJ,Sudeste,3306008,-22.1247,-43.1122
Valença,RJ,Sudeste,3306107,-22.2342,-43.8575
Varre-Sai,RJ,Sudeste,3306156,-20.8929,-41.8297
Vassouras,RJ,Sudeste,3306206,-22.3586,-43.5697
Volta Redonda,RJ,Sudeste,3306305,-22.4909,-44.0889
Adamantina,SP,Sudeste,3500105,-21.5767,-51.0568
Adolfo,SP,Sudeste,3500204,-21.2887,-49.6533
Aguaí,SP,Sudeste,3500303,-22.05,-47.0403
Águas da Prata,SP,Sudeste,3500402,-21.9137,-46.6917
Águas de Lindóia,SP,Sudeste,3500501,-22.4748,-46.6037
Águas de Santa Bárbara,SP,Sudeste,3500550,-22.858,-49.261
Águas de São Pedro,SP,Sudeste,3500600,-22.5986,-47.8761
Agudos,SP,Sudeste,3500709,-22.5719,-49.1088
Alambari,SP,Sudeste,3500758,-23.5489,-47.8691
Alfredo Marcondes,SP,Sudeste,3500808,-21.935,-51.3957
Altair,SP,Sudeste,3500907,-20.5333,-49.0939
Altinópolis,SP,Sudeste,3501004,-21.018,-47.3862
Alto Alegre,SP,Sudeste,3501103,-21.6125,-50.1921
Alumínio,SP,Sudeste,3501152,-23.533,-47.2812
Álvares Florence,SP,Sudeste,3501202,-20.2896,-49.9203
Álvares Machado,SP,Sudeste,3501301,-22.1315,-51.5149
Álvaro de Carvalho,SP,Sudeste,3501400,-22.0865,-49.734
Alvinlândia,SP,Sudeste,3501509,-22.4526,-49.7585
Americana,SP,Sudeste,3501608,-22.7232,-47.2891
Américo Brasiliense,SP,Sudeste,3501707,-21.7223,-48.0324
Américo de Campos,SP,Sudeste,3501806,-20.2894,-49.768
Amparo,SP,Sudeste,3501905,-22.6991,-46.7987
Analândia,SP,Sudeste,3502002,-22.1211,-47.678
Andradina,SP,Sudeste,3502101,-20.8356,-51.3297
Angatuba,SP,Sudeste,3502200,-23.4368,-48.4593
Anhembi,SP,Sudeste,3502309,-22.8001,-48.1747
Anhumas,SP,Sudeste,3502408,-22.362,-51.4278
Aparecida,SP,Sudeste,3502507,-22.9142,-45.2372
Aparecida d'Oeste,SP,Sudeste,3502606,-20.4788,-50.922
Apiaí,SP,Sudeste,3502705,-24.4215,-48.8174
Araçariguama,SP,Sudeste,3502754,-23.4344,-47.0724
Araçatuba,SP,Sudeste,3502804,-21.1139,-50.5745
Araçoiaba da Serra,SP,Sudeste,3502903,-23.5439,-47.6515
Aramina,SP,Sudeste,3503000,-20.145,-47.8206
Arandu,SP,Sudeste,3503109,-23.1777,-49.064
Arapeí,SP,Sudeste,3503158,-22.6729,-44.4386
Araraquara,SP,Sudeste,3503208,-21.7916,-48.1813
Araras,SP,Sudeste,3503307,-22.3462,-47.3239
Arco-Íris,SP,Sudeste,3503356,-21.7663,-50.4309
Arealva,SP,Sudeste,3503406,-22.0763,-48.9819
Areias,SP,Sudeste,3503505,-22.6731,-44.7124
Areiópolis,SP,Sudeste,3503604,-22.6318,-48.6528
Ariranha,SP,Sudeste,3503703,-21.1857,-48.7792
Artur Nogueira,SP,Sudeste,3503802,-22.5612,-47.1322
Arujá,SP,Sudeste,3503901,-23.386,-46.3191
Aspásia,SP,Sudeste,3503950,-20.1836,-50.728
Assis,SP,Sudeste,3504008,-22.6017,-50.4208
Atibaia,SP,Sudeste,3504107,-23.1233,-46.5868
Auriflama,SP,Sudeste,3504206,-20.6441,-50.58
Avaí,SP,Sudeste,3504305,-22.1872,-49.3162
Avanhandava,SP,Sudeste,3504404,-21.4605,-49.9474
Avaré,SP,Sudeste,3504503,-23.0752,-48.894
Bady Bassitt,SP,Sudeste,3504602,-20.9315,-49.4376
Balbinos,SP,Sudeste,3504701,-21.8924,-49.3331
Bálsamo,SP,Sudeste,3504800,-20.7096,-49.5518
Bananal,SP,Sudeste,3504909,-22.7338,-44.3345
Barão de Antonina,SP,Sudeste,3505005,-23.5829,-49.572
Barbosa,SP,Sudeste,3505104,-21.2907,-49.9222
Bariri,SP,Sudeste,3505203,-22.0668,-48.7188
Barra Bonita,SP,Sudeste,3505302,-22.4795,-48.5417
Barra do Chapéu,SP,Sudeste,3505351,-24.4438,-49.0853
Barra do Turvo,SP,Sudeste,3505401,-24.8887,-48.427
Barretos,SP,Sudeste,3505500,-20.5142,-48.6519
Barrinha,SP,Sudeste,3505609,-21.2325,-48.0951
Barueri,SP,Sudeste,3505708,-23.5053,-46.8772
Bastos,SP,Sudeste,3505807,-21.9502,-50.744
Batatais,SP,Sudeste,3505906,-20.8678,-47.5748
Bauru,SP,Sudeste,3506003,-22.254,-49.1261
Bebedouro,SP,Sudeste,3506102,-20.9405,-48.5107
Bento de Abreu,SP,Sudeste,3506201,-21.3318,-50.862
Bernardino de Campos,SP,Sudeste,3506300,-23.0308,-49.4919
Bertioga,SP,Sudeste,3506359,-23.7598,-46.03
Bilac,SP,Sudeste,3506409,-21.4278,-50.4793
Birigui,SP,Sudeste,3506508,-21.2616,-50.351
Biritiba Mirim,SP,Sudeste,3506607,-23.6242,-46.0213
Boa Esperança do Sul,SP,Sudeste,3506706,-21.935,-48.4636
Bocaina,SP,Sudeste,3506805,-22.1054,-48.5291
Bofete,SP,Sudeste,3506904,-23.129,-48.2859
Boituva,SP,Sudeste,3507001,-23.2876,-47.675
Bom Jesus dos Perdões,SP,Sudeste,3507100,-23.1725,-46.479
Bom Sucesso de Itararé,SP,Sudeste,3507159,-24.3159,-49.1646
Borá,SP,Sudeste,3507209,-22.2442,-50.5021
Boracéia,SP,Sudeste,3507308,-22.1701,-48.7883
Borborema,SP,Sudeste,3507407,-21.6108,-49.072
Borebi,SP,Sudeste,3507456,-22.6807,-48.9923
Botucatu,SP,Sudeste,3507506,-22.8634,-48.4683
Bragança Paulista,SP,Sudeste,3507605,-22.9384,-46.5559
Braúna,SP,Sudeste,3507704,-21.5531,-50.3394
Brejo Alegre,SP,Sudeste,3507753,-21.1766,-50.2098
Brodowski,SP,Sudeste,3507803,-21.0495,-47.6278
Brotas,SP,Sudeste,3507902,-22.2733,-48.0812
Buri,SP,Sudeste,3508009,-23.752,-48.5753
Buritama,SP,Sudeste,3508108,-21.0491,-50.2002
Buritizal,SP,Sudeste,3508207,-20.2093,-47.6929
Cabrália Paulista,SP,Sudeste,3508306,-22.4895,-49.373
Cabreúva,SP,Sudeste,3508405,-23.3013,-47.0802
Caçapava,SP,Sudeste,3508504,-23.1037,-45.7133
Cachoeira Paulista,SP,Sudeste,3508603,-22.7024,-44.9917
Caconde,SP,Sudeste,3508702,-21.5395,-46.617
Cafelândia,SP,Sudeste,3508801,-21.7311,-49.5487
Caiabu,SP,Sudeste,3508900,-21.9498,-51.2239
Caieiras,SP,Sudeste,3509007,-23.3759,-46.7452
Caiuá,SP,Sudeste,3509106,-21.8015,-51.9866
Cajamar,SP,Sudeste,3509205,-23.3514,-46.872
Cajati,SP,Sudeste,3509254,-24.772,-48.195
Cajobi,SP,Sudeste,3509304,-20.8737,-48.8388
Cajuru,SP,Sudeste,3509403,-21.276,-47.3103
Campina do Monte Alegre,SP,Sudeste,3509452,-23.6068,-48.442
Campinas,SP,Sudeste,3509502,-22.8838,-47.0438
Campo Limpo Paulista,SP,Sudeste,3509601,-23.2179,-46.7601
Campos do Jordão,SP,Sudeste,3509700,-22.7016,-45.5331
Campos Novos Paulista,SP,Sudeste,3509809,-22.6109,-50.0103
Cananéia,SP,Sudeste,3509908,-25.0183,-48.0087
Canas,SP,Sudeste,3509957,-22.7301,-45.0414
Cândido Mota,SP,Sudeste,3510005,-22.8087,-50.4217
Cândido Rodrigues,SP,Sudeste,3510104,-21.3428,-48.6286
Canitar,SP,Sudeste,3510153,-23.0187,-49.7919
Capão Bonito,SP,Sudeste,3510203,-24.0392,-48.2898
Capela do Alto,SP,Sudeste,3510302,-23.4674,-47.731
Capivari,SP,Sudeste,3510401,-22.9807,-47.478
Caraguatatuba,SP,Sudeste,3510500,-23.6398,-45.4886
Carapicuíba,SP,Sudeste,3510609,-23.55,-46.8419
Cardoso,SP,Sudeste,3510708,-20.0672,-49.9476
Casa Branca,SP,Sudeste,3510807,-21.8005,-47.0881
Cássia dos Coqueiros,SP,Sudeste,3510906,-21.2633,-47.1441
Castilho,SP,Sudeste,3511003,-20.8976,-51.5703
Catanduva,SP,Sudeste,3511102,-21.1338,-48.9637
Catiguá,SP,Sudeste,3511201,-21.0628,-49.0528
Cedral,SP,Sudeste,3511300,-20.9139,-49.2639
Cerqueira César,SP,Sudeste,3511409,-23.0593,-49.1438
Cerquilho,SP,Sudeste,3511508,-23.1871,-47.7571
Cesário Lange,SP,Sudeste,3511607,-23.2165,-47.9039
Charqueada,SP,Sudeste,3511706,-22.5302,-47.7462
Clementina,SP,Sudeste,3511904,-21.5703,-50.4601
Colina,SP,Sudeste,3512001,-20.7462,-48.5889
Colômbia,SP,Sudeste,3512100,-20.2669,-48.7217
Conchal,SP,Sudeste,3512209,-22.3693,-47.1411
Conchas,SP,Sudeste,3512308,-22.9656,-48.0471
Cordeirópolis,SP,Sudeste,3512407,-22.4796,-47.4147
Coroados,SP,Sudeste,3512506,-21.3756,-50.3034
Coronel Macedo,SP,Sudeste,3512605,-23.6301,-49.3069
Corumbataí,SP,Sudeste,3512704,-22.2364,-47.6111
Cosmópolis,SP,Sudeste,3512803,-22.6516,-47.1864
Cosmorama,SP,Sudeste,3512902,-20.4425,-49.7746
Cotia,SP,Sudeste,3513009,-23.6752,-46.9605
Cravinhos,SP,Sudeste,3513108,-21.3397,-47.7446
Cristais Paulista,SP,Sudeste,3513207,-20.3713,-47.4009
Cruzália,SP,Sudeste,3513306,-22.738,-50.7691
Cruzeiro,SP,Sudeste,3513405,-22.5514,-45.0063
Cubatão,SP,Sudeste,3513504,-23.8659,-46.4082
Cunha,SP,Sudeste,3513603,-23.0529,-44.9421
Descalvado,SP,Sudeste,3513702,-21.8812,-47.6546
Diadema,SP,Sudeste,3513801,-23.6972,-46.6114
Dirce Reis,SP,Sudeste,3513850,-20.4485,-50.6281
Divinolândia,SP,Sudeste,3513900,-21.6617,-46.6974
Dobrada,SP,Sudeste,3514007,-21.5161,-48.3573
Dois Córregos,SP,Sudeste,3514106,-22.3959,-48.3405
Dolcinópolis,SP,Sudeste,3514205,-20.1172,-50.5283
Dourado,SP,Sudeste,3514304,-22.1173,-48.3335
Dracena,SP,Sudeste,3514403,-21.5567,-51.584
Duartina,SP,Sudeste,3514502,-22.3933,-49.4134
Dumont,SP,Sudeste,3514601,-21.2471,-47.9798
Echaporã,SP,Sudeste,3514700,-22.4482,-50.2006
Eldorado,SP,Sudeste,3514809,-24.495,-48.2336
Elias Fausto,SP,Sudeste,3514908,-23.0706,-47.3707
Elisiário,SP,Sudeste,3514924,-21.1613,-49.0921
Embaúba,SP,Sudeste,3514957,-20.9529,-48.8475
Embu das Artes,SP,Sudeste,3515004,-23.6513,-46.8515
Embu-Guaçu,SP,Sudeste,3515103,-23.8543,-46.8307
Emilianópolis,SP,Sudeste,3515129,-21.801,-51.4722
Engenheiro Coelho,SP,Sudeste,3515152,-22.4871,-47.1748
Espírito Santo do Pinhal,SP,Sudeste,3515186,-22.1925,-46.7933
Espírito Santo do Turvo,SP,Sudeste,3515194,-22.6709,-49.4329
Estrela d'Oeste,SP,Sudeste,3515202,-20.2657,-50.4115
Estrela do Norte,SP,Sudeste,3515301,-22.4856,-51.6691
Euclides da Cunha Paulista,SP,Sudeste,3515350,-22.519,-52.5886
Fartura,SP,Sudeste,3515400,-23.3902,-49.5197
Fernandópolis,SP,Sudeste,3515509,-20.2718,-50.283
Fernando Prestes,SP,Sudeste,3515608,-21.3103,-48.6957
Fernão,SP,Sudeste,3515657,-22.3658,-49.5424
Ferraz de Vasconcelos,SP,Sudeste,3515707,-23.561,-46.3739
Flora Rica,SP,Sudeste,3515806,-21.6984,-51.3743
Floreal,SP,Sudeste,3515905,-20.6696,-50.1548
Flórida Paulista,SP,Sudeste,3516002,-21.54,-51.1707
Florínea,SP,Sudeste,3516101,-22.8812,-50.6953
Franca,SP,Sudeste,3516200,-20.5552,-47.3811
Francisco Morato,SP,Sudeste,3516309,-23.2737,-46.7235
Franco da Rocha,SP,Sudeste,3516408,-23.3142,-46.7358
Gabriel Monteiro,SP,Sudeste,3516507,-21.4996,-50.5647
Gália,SP,Sudeste,3516606,-22.3205,-49.5778
Garça,SP,Sudeste,3516705,-22.231,-49.6896
Gastão Vidigal,SP,Sudeste,3516804,-20.8043,-50.2028
Gavião Peixoto,SP,Sudeste,3516853,-21.7916,-48.4479
General Salgado,SP,Sudeste,3516903,-20.6383,-50.4158
Getulina,SP,Sudeste,3517000,-21.7833,-50.0279
Glicério,SP,Sudeste,3517109,-21.3403,-50.1989
Guaiçara,SP,Sudeste,3517208,-21.5695,-49.7628
Guaimbê,SP,Sudeste,3517307,-21.8785,-49.8606
Guaíra,SP,Sudeste,3517406,-20.314,-48.3641
Guapiaçu,SP,Sudeste,3517505,-20.7429,-49.1899
Guapiara,SP,Sudeste,3517604,-24.2125,-48.5558
Guará,SP,Sudeste,3517703,-20.4826,-47.7752
Guaraçaí,SP,Sudeste,3517802,-21.0864,-51.2795
Guaraci,SP,Sudeste,3517901,-20.3748,-49.0027
Guarani d'Oeste,SP,Sudeste,3518008,-20.0668,-50.3446
Guarantã,SP,Sudeste,3518107,-21.9161,-49.5884
Guararapes,SP,Sudeste,3518206,-21.2852,-50.6951
Guararema,SP,Sudeste,3518305,-23.4276,-46.0586
Guaratinguetá,SP,Sudeste,3518404,-22.7935,-45.2328
Guareí,SP,Sudeste,3518503,-23.3705,-48.2191
Guariba,SP,Sudeste,3518602,-21.3959,-48.2266
Guarujá,SP,Sudeste,3518701,-23.951,-46.2353
Guarulhos,SP,Sudeste,3518800,-23.4027,-46.4549
Guatapará,SP,Sudeste,3518859,-21.4533,-47.9799
Guzolândia,SP,Sudeste,3518909,-20.6285,-50.7136
Herculândia,SP,Sudeste,3519006,-21.9623,-50.3731
Holambra,SP,Sudeste,3519055,-22.6303,-47.065
Hortolândia,SP,Sudeste,3519071,-22.8784,-47.2077
Iacanga,SP,Sudeste,3519105,-21.8909,-49.0396
Iacri,SP,Sudeste,3519204,-21.7999,-50.6195
Iaras,SP,Sudeste,3519253,-22.8191,-49.1068
Ibaté,SP,Sudeste,3519303,-21.9509,-48.0273
Ibirá,SP,Sudeste,3519402,-21.0747,-49.2203
Ibirarema,SP,Sudeste,3519501,-22.8133,-50.0769
Ibitinga,SP,Sudeste,3519600,-21.7929,-48.8478
Ibiúna,SP,Sudeste,3519709,-23.8024,-47.2152
Icém,SP,Sudeste,3519808,-20.3672,-49.1853
Iepê,SP,Sudeste,3519907,-22.6486,-51.0572
Igaraçu do Tietê,SP,Sudeste,3520004,-22.5417,-48.5746
Igarapava,SP,Sudeste,3520103,-20.0637,-47.6825
Igaratá,SP,Sudeste,3520202,-23.1348,-46.1504
Iguape,SP,Sudeste,3520301,-24.5495,-47.4744
Ilhabela,SP,Sudeste,3520400,-23.8501,-45.3292
Ilha Comprida,SP,Sudeste,3520426,-24.859,-47.7154
Ilha Solteira,SP,Sudeste,3520442,-20.4314,-51.259
Indaiatuba,SP,Sudeste,3520509,-23.1061,-47.2025
